,index,comment,n_star,date_time,label,positive_count,neutral_count,negative_count
3848,3848,điện_thoại tuyệt tốt thích điện_thoại nảy_nở mượt chơi game tuyệt,5,2020-01-16,Positive,2,0,0
3849,3849,mua 6 ngày đánh_giá chơi game biết loạn cảm_ứng hay cập_nhật 2 bản vá lỗi cảm_ứng mượt pin xài ok xạc nhanh ok camera đủ sáng đẹp thiếu sáng kém cảm_biến vân tay nhạy nhận_diện khuôn_mặt nhanh nghe gọi to rõ sóng wifi 4g mạnh sóng điện_thoại loa nghe to_nhỏ nói_chung trong tầm giá ok thấy người nói loạn cảm_ứng chắc cập_nhật bản vá lỗi thôi,5,2019-05-06,Positive,3,2,0
3850,3850,sản_phẩm tốt trong tầm giá pin trâu chiến game ngon camera tạm ổn nhân_viên hỗ_trợ nhiệt_tình,5,2019-06-17,Positive,4,2,0
3851,3851,tuyệt_vời sp dùng mọi tác vụ tốt luột tội pin ko dc trâu lắm,5,2020-07-30,Positive,2,0,1
3852,3852,mới mua hồi tối biết chơi ngon điện_thoại mới biết sạc pin nào đúng cách,5,2020-05-19,Negative,0,0,0
3853,3853,mới_đầu mua mình nghiên_cứu xem đánh_giá bạn mua sài hơn 1 tháng máy ngon pin trâu hề giật lag bạn nói tóm hài_lòng về máy phục_vụ nhân_viên đmx,5,2020-04-29,Positive,3,0,0
3854,3854,máy sài ngon giá rẻ lq bật đc fps đồ_hoạ cao max setting ff k lag chụp hình tốt,5,2020-07-04,Positive,4,0,0
3855,3855,máy mượt game tốt pin 4500 khác pin 3500 mới dùng đc 1 tuần pin xuống nhanh dù sử_dụng cẩn_thận tối_ưu hoá hết_mức tiết_kiệm pin tắt hoạt_hoạ ngắt kết_nối vvcho 4 sao nhé,4,2020-04-22,Neutral,1,0,1
3856,3856,em mới mua đt ngày t2 sài bao ngon tội chơi game đồ_họa cao hơi giật lag mau hết pin ạ về cập_nhật phần_mềm đt em mua đc 3 ngày đổi đt y màu khác đc ko ad,5,2020-04-15,Negative,1,0,2
3857,3857,máy quá tệquá thất vọngmình mới mua đc 1 thángmáy sóng kothích gọiko thích gọi ko dc,1,2020-06-26,Negative,0,0,2
3858,3858,mình mua 4 tháng sử dung mình kết_luận wjfi bắt yếu mic thu kém pin trâu còn mọi thứ ok,4,2020-04-21,Positive,2,0,1
3859,3859,xạc đầy 100 pin xài tụt pin sao tat hết ứng_dụng 4g tụt gần 20 pin,1,2019-11-17,Negative,0,0,1
3860,3860,mua máy tết năm_ngoái đến nay xài 6 tháng chậm máy chơi pubg đơ máy nhấn màn_hình phản_hồi đôi còn lỗi hiển_thị bàn_phím tắt,1,2020-04-08,Negative,0,0,2
3861,3861,mình mua máy tệ lỗi cảm_ứng miết chán lắm đừng mua bạnmáy quay_phim nóng máy muốn nổ máy luôn thôi cạch loại máy,1,2019-12-11,Negative,0,0,3
3862,3862,máy mới mua hôm thực nó mau hết pin tối xạc 100 đêm ko làm ứng_dụng tắt hết chế_độ máy_bay màn_hình tối nhất thức dậy còn 96 vân tay cx khá nhạy tùy_cx ko đc camera ổn cam ko chụp đc nhìn ảo quá_đáng còn tát còn dùng lâu cx bt đc tuy bên nhân_viên điện_máy xanh nhiệt_tình vui_vẻ mk đáng_giá khá thấp về vđ dán mặt đt quá chán ko đc đẹp còn bong cợm cợn,3,2020-05-22,Neutral,0,3,1
3863,3863,ông bảo lỗi lỗi kia sao t mua về sài mấy tháng thấy mọi thứ ổn_định tốt chẵng thấy lỗi,4,2020-05-27,Positive,1,0,0
3864,3864,3 tuần sử_dụng mk thấy máy hiện_tượng hơi giật lag xíu pin tụt khá nhanh hay loạn tiếng còn đâu khá ổn con máy trong tầm giá ko đòi_hỏi đc tạm ổn,3,2020-03-04,Negative,0,2,3
3865,3865,máy quá đẹp sử_dụng_công thật tuyệt_vời công_nghệ bảo_mật dữ_liệu hoạt_động cực_kỳ hiệu_quả mình sử_dụng blackberry q10 classic mình hiểu tiện_lợi sử_dụng dòng dâu đen,5,2020-08-14,Positive,3,0,0
3866,3866,mình mua con note 9 pro dùng đc hơn tuần thấy pin khá trâu tuột còn 10 pin trở xuống máy lag giật ạ trong con note 8 pro ko tính_trạng thế ạ game 9 pro còn giật hơn ạ,4,2020-06-25,Neutral,1,0,1
3867,3867,thiết_kế đẹp pin trâu sử_dụng ngày còn 60 bàn_phím tiện_dụng phím tắt tùy_biến mong_đợi,5,2019-09-15,Positive,4,0,0
3868,3868,mới mua 2 tuần 2 chính_sách làm mình rơi tình_trạng hối_hận quá mới mua tối 272 sáng 282 giảm 700k tháng tặng kèm tai_nghe bluetooth mình giảm_giá 40 mua đồng_hồ mình đâu dùng đâu 5 sao sản_phẩm tốt,5,2020-07-03,Neutral,1,0,1
3869,3869,máy tốt pin trâu cải_thiện hơn về camera ngoài cập_nhật android lâu_dài,5,2020-08-02,Positive,2,2,0
3870,3870,dùng đúng 1 tháng nhận thấy máy ưu_điểm máy xử_lý nhanh đa_nhiệm tốt âm_thanh to rõ màn_hình đẹp rực_rỡ vô mạng khá nhanh chụp hình tốt sạc nhanh khuyết_điểm pin tuy 4500 thực trâu lắm camera chụp khoảng_cách 05m đến 1m ko tôt mở khóa vân tay ko tốt lắm độ nhạy cao,4,2020-07-03,Neutral,2,3,0
3871,3871,thấy củng ngon trong tầm giá dự_định sẻ mua xem k hỗ_trợ thẻ_nhớ ngoài k thích 1 người lưu_trữ tài_liệu quan_trọng tôi 64gb bộ_nhớ k đủ,1,2020-04-21,Negative,0,1,1
3872,3872,cực_kỳ thất_vọng hệ_thống sạc quá kém thiếu an_toàn bảo_hành trả_lời loanh_quanh thiếu khoa_học trách_nhiệm,5,2020-05-18,Negative,0,0,3
3873,3873,tạm ổn sạc pin hơn 5 tiếng mới đầy pin tiếc chế_độ sạc nhanh,4,2019-10-26,Negative,0,1,1
3874,3874,máy xài bao mượt mình dùng chơi pokemon ultra sun 3ds full fps bao ngon camera sắc nét quay video ko rung lắc ngoài dùng mặt lưng nhựa mình khá an_tâm va_chạm rơi_rớt ốp lưng trc trán kính nhìn khá sang đeo ốp lưng ai hỏi mặt lưng kính con snapdragon 855 chê đâu 5 sao,5,2020-08-02,Positive,4,0,0
3875,3875,pin trâu tụt nhanh sử_dụng bình_thường máy nóng hoài giá cao hiệu_năng tầm_thường máy dày,4,2020-04-21,Negative,0,1,3
3876,3876,213 đánh_giá xiaomi redmi note 8 pro 6gb64gb mình hởi ai dùng máy cam chụp ảnh đẹp k ạ,3,2020-06-01,Negative,0,0,0
3877,3877,luôn trung_thành iphone camera chân thựcmáy lâu xuống lo chơi game nặng làm ok camera dòng máy khác trắng trắng ảo ảo,5,2019-11-22,Positive,2,0,0
3878,3878,máy khá tốt mua hôm quađa nhiệm hơi lag nv nhiệt_tình mong tgdd tiếp_tục sản_phẩm tốt,4,2020-04-21,Negative,1,1,1
3879,3879,máy tự nứt màn hìnhcamera xấuchụp k rõmáy giật nhận vân tay kém,1,2019-11-11,Negative,0,0,4
3880,3880,ko biết_mấy ông đánh_giá 1 sao nghĩ hee mua cao hơn 1tr rán chịu lỗi máy đâu máy nóng wá đi đổi khác z đánh 1 sao nói_chung giá ko con nào vượt mặt ẻm đâu máy đẹp tay dễ sợ cấu_hình mạnh vô_địch hii,5,2020-02-23,Positive,3,1,0
3881,3881,máy dùng khá mượt máy chiến game ổn_định cảm_biến vân tay nhạy pin tụt mấy camera khỏi bàn trong tầm giá mua mặt lưng bằng kính còn máy hơn 10tr đồng full nhựa đấy thôi đòi_hỏi chi tầm giá,5,2020-01-02,Positive,3,3,0
3882,3882,mưa samsung a70 4 ngày trãi nghiệm đến mọi người 1 ram 6gb sài mượt chơi game full cấu_hình lấy 2 pin 4500mh tuy 4500mh đủ cấu_hình máy nghe gọi lướt fbzalo kiểu thù sài tầm 10h 3 camera samsung thì mn biết rồi chán lắm 4 loa đủ nghe sạc 25w thì bao nhanh cuối tốt trong tầm giá,4,2019-05-27,Positive,3,2,1
3883,3883,máy tốt mà sao mọi người chê nhiều thế mới mua nay đã giảm 400k rồi,5,2020-04-23,Neutral,1,0,1
3884,3884,máy đẹppin khá trâu sạc 2h đầy tính_năng oppo bù_giá rẻ cấu_hình cao chơi game nặng lagđặc biệt nhân_viên nhiệt_tình,5,2019-07-17,Positive,5,1,0
3885,3885,nói sạc nhanh sạc 4h đầy pin màn_hình k nhạynhiều gõ 3 4 lần mới dc camera độ phân_giải cao chụp hình quá tệ,1,2019-09-18,Negative,0,0,3
3886,3886,test về a51 hàng ngon xài ổn tuy_nhiên xài mau nóng máy quá máy hay đứng,4,2020-02-28,Neutral,1,0,1
3887,3887,máy sử_dụng khá tốt mình hỏi bật chế_độ chụp liên_tục camera làm thế_nào,5,2020-04-21,Positive,1,0,0
3888,3888,khá ổn trong tầm giá điểm duy_nhất k tốt vân tay k nhạy mình k thích vỏ ốp cứng,4,2019-02-12,Negative,1,1,2
3889,3889,pin xài lâu k nóng máy sạt nhanh gêcamera khá ok đáng đồng_tiền bát gạo,5,2019-05-12,Positive,3,0,0
3890,3890,mới mua đc 10 ngày ở tgdđ đổi thứ 2 cảm_biến vân tay quá tệlúc nhận đc komong đc chia_sẻ bạn gặp trường_hợp mình,2,2020-05-27,Negative,0,0,1
3891,3891,sảm phẩm tuyệt mọi người ạ pin trâu chơi game hg nóng người nói ấm chút à bao mượt luôn loa lớn lắm hg người nói loa nhỏ về mạng 4g kết_nối yếu chơi game muốn chuyển 4g yếu tắt nguồn khởi_động nó mạnh trở hg biết mình thấy thế tuyệt,5,2019-11-14,Positive,2,2,0
3892,3892,sản_phẩm xài ngon trong tầm giá mọi người mua đt lượt fb ko biết chơi game mượt hay,5,2020-07-03,Positive,1,1,0
3893,3893,máy note20 chụp hình đẹp màn_hình mình thấy tuyệt_vời pin dùng trâu_bò ngày nói_chung đáng mua trong tầm giá khuyến_mãi,5,2020-04-21,Positive,4,1,0
3894,3894,mình dùng vân tay bật hay tối màn_hình bật lần mới sáng đc máy hay giật lag bật màn_hình tắt tag ứng_dụng máy dùng ok ngoài 2,4,2020-07-02,Negative,1,0,2
3895,3895,máy màn_hình kém mới dùng mấy ngày hở sáng màn_hình_bóng mờ trả máy mấy ngày sử_dụng,1,2020-04-23,Negative,0,0,1
3896,3896,camera 32mp còn k bằng con a50 màn_hình quá nhòe quá thất_vọng bỏ 8tr mua,1,2019-12-28,Negative,0,1,3
3897,3897,mới mua 1 tuần quá thất vọngvân tay cùi chục phát 1 2 phátpin trâumỗi tội vân tay quá tệ thua xa a8 star,1,2019-04-08,Negative,1,0,2
3898,3898,mua máy tệ lắm 1 thường nhận thẻ_nhớ 2 pin đi nhanh xem youtube khoản 1h 3 bắt sóng điện_thoại kém gần mất liên_tục,1,2020-04-19,Negative,0,0,4
3899,3899,máy ngon pin trâu mọi chức_năng đểu ổn_định khoảng 67 triệu mua redmi note 9 pro hợp_lý nhất,5,2020-12-06,Positive,2,1,0
3900,3900,máy mượt pin trâu cam đẹpxạc hơi lâu 1 chút ko sao nhân_viên nhiệt_tình,5,2019-04-03,Positive,3,1,0
3901,3901,tôi mới mua hôm thấy đt dùng mượtcamera ổn trong tầm giáxem phim dclướt web oktôi ko chơi game cảm_nhận v cám_ơn anh nhân_viên nhiệt_tình trong tư_vấn hỗ_trợ tôi,5,2019-11-07,Positive,3,1,0
3902,3902,sao 1 tháng sử_dụng máy kết_nối_mạng chậm hay tuột sóng mạng di_động tiệm kiểm_tra nói bình_thường về nhà tiếp_tục tình_trạng,1,2020-04-18,Negative,0,0,1
3903,3903,tốc_độ sạc nhanh khỏi bàn tới công_nghệ màn_hình nhìn siêu xịn xò luôn chip snap mình chơi pubg lq hề tình_trạng giật lắc quá ổn_định đáng đồng_tiền mua,5,2020-07-13,Positive,5,0,0
3904,3904,mua 3 tháng mấy còn chạy mượt chụp hình khá ok chấp lun 6s plus mấy ổn_định,5,2020-02-18,Positive,3,0,0
3905,3905,màn_hình xem nhức mắt máy pin lớn đại ghi_âm cuộc_gọi đt tàu giá rẻ khác nó quảng_cáo,3,2020-08-05,Negative,1,0,2
3906,3906,tiền hết hàngcó hàng hết tiền website hàng shop fpt tgdd k thứ 7 chủ_nhật bán 8290k còn ngày khác bán 8990k xem 3 tuần liên_tục thấy thế,5,2020-05-22,Negative,0,0,1
3907,3907,máy đẹp chụp hình siêu nét sefile siêu đẹp đáng đồng_tiền bát gạo bỏ nhân_viên tgdd tư_vấn nhiệt_tình vui_vẻ cảm_ơn tgdd,5,2017-08-11,Positive,4,0,0
3908,3908,cam ̉ ứng khong nhaỵ góc màn_hình màn_hình đủ sáng dùng ban_ngày,1,2020-03-19,Negative,0,0,2
3909,3909,đt tui hài_lòng nhất tới nay,5,2019-08-24,Positive,1,0,0
3910,3910,đt đẹp chơi game ổn ht xẫy lun,5,2020-02-16,Positive,2,0,0
3911,3911,thiets kế đẹp pin tụt hơi nhanh cử màn_hình tắt vẽ chữ o bật camera k hoạt_động,3,2020-07-25,Negative,1,0,2
3912,3912,điện_thoại tuyệt chơi game mượt nói_chung ok trong tầm giá tôi thích,5,2020-07-30,Positive,2,1,0
3913,3913,mua samsung a70 đê choi game lien quân sai lam nhất trong đờigiật lác bà cốnhieu tự chạy luônvs máy bat song 4g yếu nhớttháy đẹp choi game thất vog quá,1,2019-07-07,Negative,1,0,2
3914,3914,sản_phẩm tai phone kèm mới mua tặng mẹ mìnhmình k trực_tiếp dùng thiếu tai phone k thể chấp_nhận,1,2020-01-06,Negative,0,0,1
3915,3915,giải_thích hộ giùm tôi bực_mình tgdd làm_ăn quần điện_thoại tui mua hôm 128 mua mới mua sao trong bộ sưu_tập ảnh xoá hiện_hình mất đi 55 ngày giải_thích hộ,1,2020-04-21,Negative,0,0,1
3916,3916,em mới mua 2 ngày_ngày em chơi game lướt fbrất ít chỷ yếu mess còn e tải khoản 15 apps khác ko dùng pin hao nhanh nửa đc nuaqr ngày mất hơn nửa pin buồn thực ko biết f con máy lỗi ko,2,2020-05-29,Negative,0,0,1
3917,3917,máy đơ cảm_ứng ko nhạy nhảy lung_tung xem tự_động nhảy sang kia nọ,1,2019-10-11,Negative,0,0,2
3918,3918,5 nhân_viên tgdd máy mình lổi viền sáng quanh màn_hình mới đổi hôm ưng ýnhững 1 ngày sử_dụng giờ nó phát_sinh lổi củ máy_vẻ nặng hơn trướcánh sáng quanh viền sáng hơn rộng hơn giờ cách giải_quyết vấn_đề hả bạn bên tgdd ri mất thời_gian quá,5,2020-04-23,Neutral,1,0,1
3919,3919,tuyệt_vời người việt nam ưu_tiên dùng hàng việt nam dù còn điểm ưng_ý khó đòi_hỏi cao điện_thoại ở mức giá,5,2020-04-21,Neutral,1,2,0
3920,3920,hôm_nay tik tok đứng đơ reset máy ko đc xoá đi tải ko biết sao,4,2020-04-27,Negative,0,0,1
3921,3921,tôi thua ip một bậc còn bin hơi kém chút ko nhìu rùng đượcgiá tầm 15 đến 17 tr t mới xuống tiền ko rùng ip máy đực giá nv ko hơn bán giá đề suất ế,3,2020-05-07,Negative,0,1,1
3922,3922,mua máy 2 ngày sạc 2 lần lần nào cắm sạc máy nóng pin lỗi mọi người ý_kiến thất_vọng quá,1,2019-09-30,Negative,0,0,1
3923,3923,nhân_viên thế_giới di_động bầu_kim chung đông anh cài_đặt xong test thử máy đơ luôn cảm_ứng một bình_thường tạm trả thời_gian chờ test khác,1,2020-01-21,Negative,0,0,1
3924,3924,máy dùng tốt nhân_viên nhiệt_tình tội máy đem sao tụt pin 45,4,2020-04-21,Positive,2,0,1
3925,3925,máy hay treo cảm_ứng ko nhảy quảng_cáo quacamera đep hay kêu rớt rệt thụt xuốngnói chung tâm dc,2,2020-06-16,Negative,0,1,3
3926,3926,mua thág 92019 1372020 lỗi wifi treo máy còn mọi thứ ok gọi video camera mờ tịt,3,2020-07-13,Negative,0,0,2
3927,3927,xài đượccảm nhận thời_gian đầu tốtphản hồi máy khá tốt máy ít nóng nhân_viên nhiệt_tình,4,2019-06-08,Positive,3,0,0
3928,3928,máy e mua đc 3 tháng sạc pin nhanh ngày sạc 1 lần bắn free fire còn đứng mãi,5,2020-02-29,Neutral,1,0,1
3929,3929,máy khá tốt giá túi sinh_viên chơi game mượt nhân_viên tư_vấn vui_vẻ nhiệt_tình,5,2019-10-07,Positive,4,0,0
3930,3930,máy ok sài vài bữa thử định mua con a50 sài loại nào dc người dùng,5,2019-03-11,Neutral,0,1,0
3931,3931,mướt mườn_mượt camera kháng nước hơi kém tí còn nội thứ oki còn bền hay ko dùng 1 thời_gian mới biết,4,2020-04-21,Neutral,2,0,2
3932,3932,mới mua đc 14 ngày giá okmáy sài ngon_lành cành đàocho 5 sao tui là phan trung_thành với hãng samsung sài rất nhiều đồng máy r có kinh nghiệmđánh giá mức tốt,5,2020-05-15,Positive,3,0,0
3933,3933,sao em mua về sáng đêm sài tốn đi 4 pin dạ ạcòn sài ok lấm ạchỉ pin thôi,5,2020-01-21,Neutral,1,0,1
3934,3934,sao mình chs game nó giật giật ko đc mượt mang đi đổi ko mình mua,1,2020-02-13,Negative,0,0,1
3935,3935,mình mới mua đk 3 ngày pin mau tuộc lước face ưa văn rachơi game thò chữ k rỏ,3,2020-07-07,Negative,0,0,2
3936,3936,mọi thứ tốt pin tụt nhanh quá mỏng sớm khắc_phục nói_chung tuyệt_vời,4,2019-05-14,Neutral,1,0,1
3937,3937,máy cầm_hơi nặng pin 4500mah màn_hình đẹp trong cấu_hình mạnh hơn mình nghĩ chơi game cực_kỳ mượt thấy mọi người bảo nóng máy mình thấy ấm đôi_chút chơi tác vụ nặng máy làm mát nhanh tản_nhiệt bằng chất_lỏng con máy quá ngon trong tầm giá,5,2019-12-20,Positive,3,2,1
3938,3938,1 tháng mua sử_dụng mình một_vài nhận_xét máy nhanh hụt pin mặc_dù xài hoặc đêm máy hao pin khá máy nhanh nóng mặc_dù chơi game đôi hiện_tượng lag cảm_ứng hi_vọng store hướng hộ trợ_giúp mình xin cảm_ơn,3,2020-02-27,Negative,0,0,2
3939,3939,mình sài con này 3 tháng rồihồi mua 13990000d nói_chung là cấu_hình mạnh chơi game lắc màng hình của đt này bao đẹpcòn pin thì trâu cực_kỳ cảm_biến vân tay nhanh chỉ có cảm_biến tiêm cận ngon lắmcác bạn sài vài ngày tắt nguồn 1 lần bảo_đảm bị lỗi gì hếtrất tuyệt_vời samsung là số 1 cân hết các ứng_dụng trong chplayios làm_sao làm đượcnếu ios thử cân kho tiện_ích chplay xem mượt ko,5,2020-04-23,Positive,4,2,0
3940,3940,máy sài dởpin kémcamera mờ k chụp rõxài một nóng máy thập chí k làm nóngloa nhỏcó còn k nghe thấy gìbắt wif kémmình thấy thất_vọng về con máy,1,2019-12-21,Negative,0,0,5
3941,3941,sao e sạc pin nó nóng máy ạ e mới mua 2 ngày sài pin ok sạc nóng,4,2020-02-15,Neutral,0,1,0
3942,3942,con nói ngon k hẵn chơi game khá drop fps pin cx k trâu lắm bạn cày game 1 ngày sạc đến 2 lần con k nóng mấy hơi ấm chỗ camera thôi nói_chung ổn trong tầm giá thôi,4,2020-03-06,Neutral,0,4,0
3943,3943,lần đầu thử mua máy hãng trung quốc xài quá thất_vọng máy chậm_rì lag giật mở ứng_dụng nhẹ zalo hay uc fb dù cài game nào trong máy lắp thẻ_nhớ thư_viện 5 tiếng load hình_ảnh thẻ_nhớ xong dù xài thẻ 32gb,1,2020-07-04,Negative,0,0,4
3944,3944,máy_vi vo y19 chất lương trung_bình tầm giá cài_đặt chữ lớn nhất chữ còn nhỏ ưu_điểm pin lớn còn thua sam sung mức giá tương_đương,3,2020-01-16,Neutral,1,2,1
3945,3945,pin trâu dùng ok mọi người sử_dụng sản_phẩm ưng màu camera quá đẹp,5,2020-08-16,Positive,4,0,0
3946,3946,mk sài đk 2 tháng dùng okcamera khỏi chê luôn rum k vỡ ảnh cam thò thụt phát sáng đẹp thời_trang cấu_hình ram8 rom128 ok tầm giá đấy,5,2020-02-01,Positive,4,0,0
3947,3947,mới sài 4 ngày thấy ổn chơi game khỏi bàn pin trâu sạc nhanh điểm k thích vân tay lần chạm k nói_chung trong tầm giá sài quá ngon rùi,5,2019-05-06,Neutral,2,1,2
3948,3948,máy mình mua đc 2 tuần gọi zalo hoặc mess đầu bên kia ko nghe thử xoá ứng_dụng đi tải mjnh cách khắc_phục,4,2020-12-06,Negative,0,0,2
3949,3949,máy chuẩn tiêu_chí tiền nào xài lướt wed xem ứng_dụng youtubefacebook mượt,5,2020-03-15,Positive,2,1,0
3950,3950,ns chúng trong tầm giá mày ok xài mượt vân tay nhạy máy đẹp sát nhanh nhân_viên nhiệt_tình m thik,5,2019-12-16,Positive,6,0,0
3951,3951,e hỏi e mới ip7plus mấy lần đầu e bật wifi đêm mất 2 bin xài 1 thời_gian e wifi quá đêm mất 30 bin v e đổi k ạ e còn trong 1 tháng 1 đổi 1,1,2019-09-30,Negative,0,0,1
3952,3952,quá chán quá thất_vọng pin nhanh hết camera chế_độ chụp đêm nét làm_đẹp thua xa 11pro tóm trải nghiệm 3 ngày_nay thấy thật thất_vọng nhân_viên phục_vụ nhiệt_tình,1,2020-05-19,Negative,1,1,2
3953,3953,mua 1 ok mua thứ 2 vk lỗi nhận sim đổi ưu_điểm pin khoẻ nghe gọi khá rõ mượt màn_hình to vân tay khá nhạy nhược_điểm máy khá dày nặng bắt wifi yếu máy hơi giật lướt web sd ứng_dụng thông_thường lưu sđt đc sim nói chúng khá ổn giá_thành yêu hàng vn nhất vsmart ghét cách làm kiểu asanzo mong sao sp vn sản_xuất chứa 60 trí_tuệ người việt,4,2020-01-03,Positive,3,3,1
3954,3954,1 fan samsung tôi cảm_thấy thất_vọng về ẩn phẩm dù đổi máy mới tình_trạng nhận wifi chậm hạn_chế bán_kính vân tay mất khoảng 2s nhận_diện máy cũ máy mới đổi chơi game khoảng 10p hiện_tượng giật đơ ứng_dụng dư_thừa quá sài mess hoặc zalo kiểu thả_nổi vô giật máy đơ máy tự tắt nguồn luôn pin trâu chắc mới chụp hình gọi tạm tầm giá hợp_lí tí nào thật hối_hận mua máy,1,2020-06-02,Negative,1,1,4
3955,3955,chụp hình ban_đêm okgóc rộngchuẩnphục vụ ok máy quá đẹpriêng ý_kiến tôisạc nhanh,5,2019-02-11,Positive,4,0,0
3956,3956,màn_hình rỗ vãi nhìn 1 đau mắt trong mình nhìn đt khác mỏi chụp ảnh tệ xem video mờ mờ kiểu ý màn hd k mình nghĩ pin trâu nói_chung giá rẻ chấp_nhận thôi ai quan_trọng màn_hình camera k mua con,3,2020-06-17,Neutral,2,1,2
3957,3957,pin trâuchơi call of duty bật cấu_hình tối_đa muốnlq cấu_hình cao mượt bthđể mày tối đến sáng mất 2 pin thuimàn hình sắc nétmàn hình nhạynên mua con nàyrất hợp tui tiềntuy nhiên lâu_lâu thoát ứng_dụng màn_hình đennhưng xảy đúng đc 1 giấy trở_bth,4,2020-09-06,Positive,5,1,0
3958,3958,máy đẹp chụp hình ổn pin mau hết mặt kính màn_hình dễ bể lắm dòng itel dùng trong balo thôi đi xe bình dương long khánh nứt nátkhông biết sao gõ chữ sms hoặc zalo bình_thường trong fb bấm chữ nhảy chữ kia,3,2020-07-14,Negative,1,1,2
3959,3959,tuyệt hơi đắt tầm 6tr quá ok máy mượt vân tay hơi chậm,5,2019-10-29,Neutral,2,0,2
3960,3960,máy cam tốt chụp ảnh quay_phim siêu nétpin ổn ram 6 gb ô cứng 128 thoải_mái dùng hết,5,2020-04-21,Positive,4,0,0
3961,3961,tổng_thể máy ổn trong tầm giá cảm_biến vân tay nhạy màn_hình hd đủ dùng bạn quá quan_trọng về độ phân_giải âm_thanh to rõ pin tốt disable google google assistant camera chất_lượng tạm ổn xuất_sắc tệ,5,2020-06-22,Neutral,2,4,0
3962,3962,mua con 2 tuần mình chơi game hoặc xài nhìu ứng_dụng lâu ko nóng máy khá mượt trong tầm giá camera thiết_kế khỏi bàn mình su_dụng nhìu pin xài ngày mới hết sạc nhanh tầm 50p đầy thấy ko nhìu bạn bình_luận máy đơ hay tuột bin nhanh,5,2020-02-25,Positive,3,0,0
3963,3963,mình mua 25 nói thật mọi thứ tuyệt_vời thể chê khuyết_điểm nó a51 1 kết_nối bluetooth vơi loa kéo kém còn mòn mọi mặt ko,5,2020-01-24,Neutral,1,0,1
3964,3964,máy nhìn đẹp tội chơi game ko tốt thua ss j5máy ám màu hay lỗi phần_mềm nói_chung tầm giá 4tr mua máy khác tốt hơn,1,2020-05-18,Negative,1,1,3
3965,3965,dùng 2 tháng đầu khá ổn đến tháng thứ 3 thấy sản_phẩm quá tệ cảm_ứng ăn đơ lag liên_tục bấm tắt màn_hình bật quá thất_vọng giá rẻ hoá đắt dùng vinsmart xem,1,2020-01-07,Negative,0,0,4
3966,3966,máy dùng hơi chậmdùng lâu nóng cảm_giác dung_lượng pin k đc đánh_giá e mới mua máy đc 1 tuần tgdd bây_giờ em mang bán sản_phẩm mất bao_nhiêu ạ,4,2020-05-22,Negative,0,0,2
3967,3967,sảm đẹp sang pin trâu mọi thứ ok khoảng 1 tháng sử_dụng sản_phẩm tầm trung đáng mua,5,2020-06-26,Positive,3,1,0
3968,3968,túi_tiền đẹp chất_lượng màn_hình tràn viền nhà sản_xuất_phát_triển thêm camera,5,2019-03-14,Positive,3,1,0
3969,3969,màn_hình kémphản ứng chậm loại mở khóa tóm ko đúng giá tiềntốc độ kémmáy yếu nói_chung giá trời,1,2020-03-15,Negative,0,0,5
3970,3970,mình mua sử_dụng khoảng 20 ngày đánh_giá cá_nhân sử_dụng 1camera chụp ảnh ngày_đêm quay_phim bằng a71 cam chính 48mp bật chế_độ super steady 2 chơi thể_loại game mượt lagmình mở full mọi chức_năng 3về pin chơi game online lướt fbzaloliên tục 6h sạc nhanh mất 1h151h25từ 15sạc sử_dụng pin ko nóng còn ít chơi game fbzalo được 8h pin tụt tụt quần mình ko hiểu saoko chạy ngầm ứng_dụng 4 cảm_biến vân tay khá ổn cảm_biến quang họcmình dùng cảm_biến khuôn mặtcảm biến màn_hình ko nhạy sử_dụng đồ_họa 5 xem phim youtube khá ổn nói_chung phù_hợp chơi game thôi còn tính_năng khác chán lắm,3,2020-07-08,Neutral,1,3,1
3971,3971,máy mua làm máy phụ thôi chức_năng cơ_bản xem video hay nghe nhạc màn_hình hiển_thị kém loa rè dù mức nhỏ chán samsung thật,2,2020-12-02,Negative,0,0,3
3972,3972,máy chơi liên_quân hay bắn call of duty mobile hay bi giật đặt biệt combat tổng_camera xấu còn tạm đc,2,2020-04-21,Negative,0,1,2
3973,3973,nói_chung về pin ok chơi game ko biết mình tháo tác nhanh quá khiến máy giật ko nó hơi giật ko biết game pubg hay máy bấm x ở góc màn_hình tắt kho đồ kiểu bấm mãi ko đc dùng đến phím ∆ máy mở trình_duyệt mình lưu icon web ở td bấm bấm mãi ko đc mở tab mới mới bấm đc,3,2020-03-20,Neutral,1,0,1
3974,3974,thiết_kế cáp sạc mình thấy hơi lỏng tai_nghe mang đau lỗ tai hay rớt chụp hình cam ok cam nói vô tệ ảo chụp xóa_phông làm mờ ko đồng_đều nhìn rất kì màu_sắc màn_hình đẹp rực_rỡ mượt_mà pin xài đc hơn 1 ngày nói_chung trải nghiệm khá ok cam xấu quá xấu,4,2020-09-03,Positive,3,1,1
3975,3975,đt tốtloa lớn bề_ngoài đẹp nói_chung ưng lăm pin cực trâu sài tầm 23 ngày ok,5,2019-07-28,Positive,4,0,0
3976,3976,mới mua hòi hôm thấy bắt wifi yếu quá chiệu biết_mấy bạn khác giống mình,3,2020-06-03,Negative,0,0,1
3977,3977,sản_phẩm mình mua sữ_dụng dùng tốt sản_phẩm dùng tháng 1 tới giờ pin cầm camera khỏi nói,5,2018-06-19,Positive,3,0,0
